Issue ID,Scan ID,Project Name,Classification ID,Issue Classification,Urgency,File,Line Number,Language,Fix Available,Status,Status Comment,Occurrences,First Detection ID,First Detection Scan ID,First Detection Date,First Detection Branch,First Detection Scan URL,First Detection Issue URL
7e33f378-7c9a-4aea-90f0-cd489ad513fb,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-190,Integer Overflow or Wraparound,HI,FreeRDP_f8890a645c221823ac133dbf991f8a65ae50d637_31939646501544311464704313942093584006.c,16,c,True,open,,1,7e33f378-7c9a-4aea-90f0-cd489ad513fb,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:42:32.286344+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/7e33f378-7c9a-4aea-90f0-cd489ad513fb/
fe280088-dc90-4d8f-8eb1-dc200314fbfc,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-122,Heap-based Buffer Overflow,CR,fontforge_048a91e2682c1a8936ae34dbc7bd70291ec05410_115937420323054431608204312352946433623.c,68,c,False,open,,1,fe280088-dc90-4d8f-8eb1-dc200314fbfc,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:42:11.929080+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/fe280088-dc90-4d8f-8eb1-dc200314fbfc/
cab85988-03bc-4ff9-9aad-d8acd6f62187,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,FFmpeg_2171dfae8c065878a2e130390eb78cf2947a5b69_270531021363076767720885804591729195012.c,175,c,True,open,,1,cab85988-03bc-4ff9-9aad-d8acd6f62187,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:42:03.900647+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/cab85988-03bc-4ff9-9aad-d8acd6f62187/
623572e3-74a7-4a58-92d3-7b73c93e678b,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-121,Stack-based Buffer Overflow,CR,liblouis_2e4772befb2b1c37cb4b9d6572945115ee28630a_301324186046342410203072779130074573754.c,17,c,False,open,,1,623572e3-74a7-4a58-92d3-7b73c93e678b,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:42:03.626427+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/623572e3-74a7-4a58-92d3-7b73c93e678b/
1da68ed5-e154-4dfa-b0b5-1e137bba190c,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-121,Stack-based Buffer Overflow,CR,liblouis_2e4772befb2b1c37cb4b9d6572945115ee28630a_301324186046342410203072779130074573754.c,13,c,False,open,,1,1da68ed5-e154-4dfa-b0b5-1e137bba190c,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:58.687724+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/1da68ed5-e154-4dfa-b0b5-1e137bba190c/
de53a7c2-f0f2-41e4-976a-8a4917c7139f,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,tor_79b59a2dfcb68897ee89d98587d09e55f07e68d7_89587561344077923784666346985691254699.c,50,c,False,open,,1,de53a7c2-f0f2-41e4-976a-8a4917c7139f,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:56.305825+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/de53a7c2-f0f2-41e4-976a-8a4917c7139f/
76144189-d334-41d0-8267-4ee22914a83c,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-476,NULL Pointer Dereference,HI,glibc_2864e767053317538feafa815046fff89e5a16be_254144397019462056973943469398438669778.c,3,c,False,open,,1,76144189-d334-41d0-8267-4ee22914a83c,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:53.183428+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/76144189-d334-41d0-8267-4ee22914a83c/
4daab823-fcc7-4c3d-952e-d76f27560579,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-121,Stack-based Buffer Overflow,CR,liblouis_2e4772befb2b1c37cb4b9d6572945115ee28630a_301324186046342410203072779130074573754.c,55,c,False,open,,1,4daab823-fcc7-4c3d-952e-d76f27560579,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:51.706414+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/4daab823-fcc7-4c3d-952e-d76f27560579/
b7d35cfa-97cc-41c6-ba4d-6dcc790af1ed,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,radare2_d31c4d3cbdbe01ea3ded16a584de94149ecd31d9_174019316265126339002925298143711097593.c,19,c,False,open,,1,b7d35cfa-97cc-41c6-ba4d-6dcc790af1ed,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:38.327408+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/b7d35cfa-97cc-41c6-ba4d-6dcc790af1ed/
b1a47c47-6403-45d9-a018-e15e5ee0d66f,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-121,Stack-based Buffer Overflow,CR,liblouis_2e4772befb2b1c37cb4b9d6572945115ee28630a_301324186046342410203072779130074573754.c,48,c,False,open,,1,b1a47c47-6403-45d9-a018-e15e5ee0d66f,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:37.894484+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/b1a47c47-6403-45d9-a018-e15e5ee0d66f/
e87c0f99-35e3-46ef-abf2-665ea750b80c,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-476,NULL Pointer Dereference,HI,gpac_bceb03fd2be95097a7b409ea59914f332fb6bc86_62688749011913515736057818622340222230.c,10,c,True,open,,1,e87c0f99-35e3-46ef-abf2-665ea750b80c,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:36.732879+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/e87c0f99-35e3-46ef-abf2-665ea750b80c/
3111d8f3-8f82-416c-949e-70123cd96953,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-789,Memory Allocation with Excessive Size Value,LO,vim_cd929f7ba8cc5b6d6dcf35c8b34124e969fed6b8_261305632569250302284835401876922630729.c,34,c,False,open,,1,3111d8f3-8f82-416c-949e-70123cd96953,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:35.490510+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/3111d8f3-8f82-416c-949e-70123cd96953/
9c3cf150-9d64-4d8a-bde8-7cfd11a17c96,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-190,Integer Overflow or Wraparound,HI,WavPack_26cb47f99d481ad9b93eeff80d26e6b63bbd7e15_57926205524469793855585195287426005839.c,25,c,True,open,,1,9c3cf150-9d64-4d8a-bde8-7cfd11a17c96,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:34.656402+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/9c3cf150-9d64-4d8a-bde8-7cfd11a17c96/
648cc413-e648-4f05-9056-a103024b06d9,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-120,Classic Buffer Overflow,CR,gpac_90dc7f853d31b0a4e9441cba97feccf36d8b69a4_303446385141345223557893133889888761769.c,1,c,False,open,,1,648cc413-e648-4f05-9056-a103024b06d9,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:30.758386+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/648cc413-e648-4f05-9056-a103024b06d9/
95aec2d6-3686-4e85-8b3a-6e8f2ff1da05,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,linux_6377f787aeb945cae7abbb6474798de129e1f3ac_63970043853312664981123947012211445879.c,8,c,True,open,,1,95aec2d6-3686-4e85-8b3a-6e8f2ff1da05,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:29.252618+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/95aec2d6-3686-4e85-8b3a-6e8f2ff1da05/
5a6b7c69-d754-428d-abb5-07495eecf8f4,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,FFmpeg_2171dfae8c065878a2e130390eb78cf2947a5b69_270531021363076767720885804591729195012.c,206,c,True,open,,1,5a6b7c69-d754-428d-abb5-07495eecf8f4,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:29.213957+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/5a6b7c69-d754-428d-abb5-07495eecf8f4/
75576b95-b6d2-4b00-bb78-d51830b91d86,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-121,Stack-based Buffer Overflow,CR,liblouis_2e4772befb2b1c37cb4b9d6572945115ee28630a_301324186046342410203072779130074573754.c,28,c,False,open,,1,75576b95-b6d2-4b00-bb78-d51830b91d86,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:28.932468+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/75576b95-b6d2-4b00-bb78-d51830b91d86/
c518973c-5869-42fb-a1e1-afb82da9c88f,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-122,Heap-based Buffer Overflow,CR,fontforge_048a91e2682c1a8936ae34dbc7bd70291ec05410_115937420323054431608204312352946433623.c,72,c,True,open,,1,c518973c-5869-42fb-a1e1-afb82da9c88f,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:26.681031+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/c518973c-5869-42fb-a1e1-afb82da9c88f/
0cabd08f-511b-438b-bf65-a1d606b967e7,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-327,Use of a Broken or Risky Cryptographic Algorithm,ME,OpenSC_360e95d45ac4123255a4c796db96337f332160ad_337940765848520324165567185140283750400.c,15,c,False,open,,1,0cabd08f-511b-438b-bf65-a1d606b967e7,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:26.216861+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/0cabd08f-511b-438b-bf65-a1d606b967e7/
a1a63637-6adc-4f3d-8f9b-11c99c77f37d,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-170,Improper Null Termination,HI,linux_abd39c6ded9db53aa44c2540092bdd5fb6590fa8_11222596007537846662396109491732429206.c,13,c,True,open,,1,a1a63637-6adc-4f3d-8f9b-11c99c77f37d,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:24.715133+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/a1a63637-6adc-4f3d-8f9b-11c99c77f37d/
9b1cee93-4d18-473a-afac-86c30d964f63,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-190,Integer Overflow or Wraparound,HI,Little-CMS_768f70ca405cd3159d990e962d54456773bb8cf8_296857925585281386302517937738042915773.c,15,c,True,open,,1,9b1cee93-4d18-473a-afac-86c30d964f63,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:23.050083+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/9b1cee93-4d18-473a-afac-86c30d964f63/
5ad824fc-d89f-41ed-816b-815925631317,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,CImg_10af1e8c1ad2a58a0a3342a856bae63e8f257abb_31305656813492286254424269177960318387.c,122,c,False,open,,2,13bc0339-a7d6-496d-9236-f464f6714e10,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:59.296012+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/13bc0339-a7d6-496d-9236-f464f6714e10/
7c95c9ba-8131-4830-b878-ba579afaefc4,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-789,Memory Allocation with Excessive Size Value,HI,gpac_bceb03fd2be95097a7b409ea59914f332fb6bc86_178509851731999766605855828802407831866.c,21,c,True,open,,1,7c95c9ba-8131-4830-b878-ba579afaefc4,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:11.004917+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/7c95c9ba-8131-4830-b878-ba579afaefc4/
f298ee9f-2337-482a-96f2-221fff964d11,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,php-src_feba44546c27b0158f9ac20e72040a224b918c75_275318865667641759088175821420283852062.c,17,c,False,open,,1,f298ee9f-2337-482a-96f2-221fff964d11,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:41:10.102981+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/f298ee9f-2337-482a-96f2-221fff964d11/
13bc0339-a7d6-496d-9236-f464f6714e10,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-125,Out-of-bounds Read,CR,CImg_10af1e8c1ad2a58a0a3342a856bae63e8f257abb_31305656813492286254424269177960318387.c,109,c,False,open,,2,13bc0339-a7d6-496d-9236-f464f6714e10,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:59.296012+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/13bc0339-a7d6-496d-9236-f464f6714e10/
4ceb2ced-0cc0-4857-a8d5-c4a9d0d577af,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-122,Heap-based Buffer Overflow,CR,fontforge_048a91e2682c1a8936ae34dbc7bd70291ec05410_115937420323054431608204312352946433623.c,56,c,True,open,,1,4ceb2ced-0cc0-4857-a8d5-c4a9d0d577af,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:57.984730+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/4ceb2ced-0cc0-4857-a8d5-c4a9d0d577af/
92c22da3-a763-4f3b-8847-04fd1b640f44,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-787,Out-of-bounds Write,CR,mono_4905ef1130feb26c3150b28b97e4a96752e0d399_8296125292103332812231660447708846597.c,3,c,True,open,,1,92c22da3-a763-4f3b-8847-04fd1b640f44,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:49.038535+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/92c22da3-a763-4f3b-8847-04fd1b640f44/
707cf01b-d519-40d8-8602-5d1d18102bae,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-674,Uncontrolled Recursion,LO,libgd_a93eac0e843148dc2d631c3ba80af17e9c8c860f_232491452677774212042387526344341925800.c,65,c,False,open,,1,707cf01b-d519-40d8-8602-5d1d18102bae,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:42.908956+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/707cf01b-d519-40d8-8602-5d1d18102bae/
9d66ec5b-f8b6-4112-9e19-f94a732705cb,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-476,NULL Pointer Dereference,HI,liblouis_dc97ef791a4fae9da11592c79f9f79e010596e0c_182263862866871536303952509057769579506.c,12,c,False,open,,1,9d66ec5b-f8b6-4112-9e19-f94a732705cb,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:42.686847+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/9d66ec5b-f8b6-4112-9e19-f94a732705cb/
13088107-9215-42fd-bca0-5ab478777cce,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-120,Classic Buffer Overflow,CR,ppp_8d7970b8f3db727fe798b65f3377fe6787575426_287013445080906234383483011897651211017.c,23,c,True,open,,1,13088107-9215-42fd-bca0-5ab478777cce,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:41.917889+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/13088107-9215-42fd-bca0-5ab478777cce/
0859e293-5d85-43cf-b260-4e818ffbb223,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-120,Classic Buffer Overflow,CR,CImg_ac8003393569aba51048c9d67e1491559877b1d1_10232526686728055621684246397426427502.c,88,c,False,open,,1,0859e293-5d85-43cf-b260-4e818ffbb223,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:30.953397+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/0859e293-5d85-43cf-b260-4e818ffbb223/
44318847-19af-4a05-84a4-803c428a2673,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-476,NULL Pointer Dereference,HI,samba_34383981a0c40860f71a4451ff8fd752e1b67666_264293216438188529998910258908439139604.c,96,c,True,open,,1,44318847-19af-4a05-84a4-803c428a2673,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:29.046694+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/44318847-19af-4a05-84a4-803c428a2673/
9dfd5723-a180-43a3-8887-6456ccae038a,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-22,Path Traversal,ME,ruby_4600cf725a86ce31266153647ae5aa1197b1215b_68030429067234541248115814442866340197.c,20,c,False,open,,1,9dfd5723-a180-43a3-8887-6456ccae038a,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:24.253211+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/9dfd5723-a180-43a3-8887-6456ccae038a/
fca8a21b-65c6-4eb7-8a42-4d3829f828c5,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-122,Heap-based Buffer Overflow,CR,ImageMagick_eedd0c35bb2d8af7aa05f215689fdebd11633fa1_329484360314395011136527721185966219883.c,234,c,True,open,,1,fca8a21b-65c6-4eb7-8a42-4d3829f828c5,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:22.833704+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/fca8a21b-65c6-4eb7-8a42-4d3829f828c5/
cf2d59f8-63c5-48e0-aa7b-b467f8b63332,dccef53f-1788-4790-a3dc-85c17998a3e8,diversevul,CWE-787,Out-of-bounds Write,CR,libgd_a93eac0e843148dc2d631c3ba80af17e9c8c860f_325277820995566625951407106951048838673.c,88,c,True,open,,2,077e465f-d5fc-4746-8f4c-c4e3b1d1249d,dccef53f-1788-4790-a3dc-85c17998a3e8,2026-01-20 16:40:07.451353+00:00,,https://www.corgea.app/project/4100/?scan_id=dccef53f-1788-4790-a3dc-85c17998a3e8,https://www.corgea.app/issue/077e465f-d5fc-4746-8f4c-c4e3b1d1249d/
